session,dialogue,utterance_id,start,end,text,emotion,audio_path,video_dialog_path
Session2,Ses02F_impro05,Ses02F_impro05_F003,35.2,39.8027,How do you lose a suitcase?  A huge suitcase?,surprise,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_impro05\Ses02F_impro05_F003.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_impro05.avi
Session3,Ses03M_impro03,Ses03M_impro03_M012,79.57,82.0655,Sara and I--,happiness,IEMOCAP_full_release\Session3\sentences\wav\Ses03M_impro03\Ses03M_impro03_M012.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03M_impro03.avi
Session1,Ses01F_script01_1,Ses01F_script01_1_M013,141.05,149.75,"All right, all right, all right.  You know why I asked Annie here, right?",frustration,IEMOCAP_full_release\Session1\sentences\wav\Ses01F_script01_1\Ses01F_script01_1_M013.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01F_script01_1.avi
Session5,Ses05F_script03_1,Ses05F_script03_1_M006,33.11,36.06,"Oh, what shall we do if they suddenly walk in on us?",fear,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_script03_1\Ses05F_script03_1_M006.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_script03_1.avi
Session3,Ses03M_impro02,Ses03M_impro02_F037,249.3769,254.155,finish your Master's that you were started never finished.,frustration,IEMOCAP_full_release\Session3\sentences\wav\Ses03M_impro02\Ses03M_impro02_F037.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03M_impro02.avi
Session2,Ses02M_script01_3,Ses02M_script01_3_F001,11.9104,14.3718,It's all right.  It's a good thing.,happiness,IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_3\Ses02M_script01_3_F001.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02M_script01_3.avi
Session2,Ses02F_impro01,Ses02F_impro01_M023,195.9319,204.2806,"So, if you wanna go get your birth certificate, um, maybe come back--I don't--maybe you can talk to the person in the--in the front of line maybe.  I don't know.",frustration,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_impro01\Ses02F_impro01_M023.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_impro01.avi
Session3,Ses03M_impro06,Ses03M_impro06_F002,27.9882,31.5658,So sad.,sadness,IEMOCAP_full_release\Session3\sentences\wav\Ses03M_impro06\Ses03M_impro06_F002.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03M_impro06.avi
Session5,Ses05F_impro05,Ses05F_impro05_M025,180.24,185.19,"Well, we're talking about one bag.  You personally made it here, didn't you?",neutral,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro05\Ses05F_impro05_M025.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_impro05.avi
Session4,Ses04F_script01_1,Ses04F_script01_1_F001,13.7264,18.0317,How could he see it?  I was the first one up.  He was still in bed.,surprise,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script01_1\Ses04F_script01_1_F001.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_script01_1.avi
Session1,Ses01M_script03_1,Ses01M_script03_1_F002,16.38,19.74,What we're going to do?,fear,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script03_1\Ses01M_script03_1_F002.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_script03_1.avi
Session3,Ses03M_script01_2,Ses03M_script01_2_F015,123.225,137.2508,"Laugh, laugh at me but I will.  Because you know what happened when she came here?  When she came back she slept in his room, the memorial broke into pieces. Joe, look. Look at it. You got to believe with me.",anger,IEMOCAP_full_release\Session3\sentences\wav\Ses03M_script01_2\Ses03M_script01_2_F015.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03M_script01_2.avi
Session2,Ses02F_impro03,Ses02F_impro03_M002,16.74,20.1143,No.  Let me see.,surprise,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_impro03\Ses02F_impro03_M002.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_impro03.avi
Session1,Ses01F_script01_3,Ses01F_script01_3_F001,12.3484,17.0473,It's not so bad; it's a good thing.,neutral,IEMOCAP_full_release\Session1\sentences\wav\Ses01F_script01_3\Ses01F_script01_3_F001.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01F_script01_3.avi
Session5,Ses05M_impro02,Ses05M_impro02_F015,127.24,132.27,"Are you gonna be like in tanks running around?  What- I mean, what does that mean?",fear,IEMOCAP_full_release\Session5\sentences\wav\Ses05M_impro02\Ses05M_impro02_F015.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05M_impro02.avi
Session5,Ses05M_impro02,Ses05M_impro02_F017,152.39,154.99,But so many people have died.,fear,IEMOCAP_full_release\Session5\sentences\wav\Ses05M_impro02\Ses05M_impro02_F017.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05M_impro02.avi
Session1,Ses01M_script03_2,Ses01M_script03_2_M022,165.1863,171.71,"You know, it's a pity you didn't have any more brandy. It would have made you just a little less disagreeable.",anger,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script03_2\Ses01M_script03_2_M022.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_script03_2.avi
Session3,Ses03F_impro08,Ses03F_impro08_F022,131.82,133.93,"I don't know, sir.",neutral,IEMOCAP_full_release\Session3\sentences\wav\Ses03F_impro08\Ses03F_impro08_F022.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03F_impro08.avi
Session5,Ses05F_impro08,Ses05F_impro08_M026,192.4325,194.11,"thank you, what's the number?",happiness,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro08\Ses05F_impro08_M026.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_impro08.avi
Session4,Ses04F_impro03,Ses04F_impro03_F009,53.3,56.48,We're going to get married in the middle of a meadow. [LAUGHTER],excited,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_impro03\Ses04F_impro03_F009.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_impro03.avi
Session1,Ses01M_script01_3,Ses01M_script01_3_M018,197.0,201.86,I kissed you.  I kissed Annie.,excited,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M018.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_script01_3.avi
Session3,Ses03F_script02_2,Ses03F_script02_2_F033,264.5325,268.6651,I want things to turn out the way that they're supposed to be.,frustration,IEMOCAP_full_release\Session3\sentences\wav\Ses03F_script02_2\Ses03F_script02_2_F033.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03F_script02_2.avi
Session3,Ses03M_script01_1,Ses03M_script01_1_F038,349.284,354.1175,You're just going to leave the business?  You have a business here.  You can't do that.,anger,IEMOCAP_full_release\Session3\sentences\wav\Ses03M_script01_1\Ses03M_script01_1_F038.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03M_script01_1.avi
Session5,Ses05M_script01_3,Ses05M_script01_3_M040,410.99,413.43,"I want you now, Annie.",sadness,IEMOCAP_full_release\Session5\sentences\wav\Ses05M_script01_3\Ses05M_script01_3_M040.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05M_script01_3.avi
Session2,Ses02M_script02_1,Ses02M_script02_1_F014,170.64,178.57,What are you so excited about? I mean it's not a moon landing we're talking about here it's fish. It's a fish nobody even eats.,frustration,IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script02_1\Ses02M_script02_1_F014.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02M_script02_1.avi
Session2,Ses02F_script03_1,Ses02F_script03_1_F000,6.38,7.63,Do you think it's them?,fear,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script03_1\Ses02F_script03_1_F000.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_script03_1.avi
Session2,Ses02F_script02_1,Ses02F_script02_1_M044,288.8,290.29,What I was saying.,neutral,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script02_1\Ses02F_script02_1_M044.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_script02_1.avi
Session5,Ses05M_script01_3,Ses05M_script01_3_M002,25.22,26.93,Why?,surprise,IEMOCAP_full_release\Session5\sentences\wav\Ses05M_script01_3\Ses05M_script01_3_M002.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05M_script01_3.avi
Session3,Ses03M_script01_1,Ses03M_script01_1_F043,394.2475,401.1175,"I mean what the hell have we worked for then?  I mean, it's all for you Chris.  The whole shooting match is for you.",anger,IEMOCAP_full_release\Session3\sentences\wav\Ses03M_script01_1\Ses03M_script01_1_F043.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03M_script01_1.avi
Session4,Ses04M_impro06,Ses04M_impro06_F019,311.12,319.52,"I mean, as- as cliche as it is, as long as people who loved him remember him, then it's not a waste, you know.",sadness,IEMOCAP_full_release\Session4\sentences\wav\Ses04M_impro06\Ses04M_impro06_F019.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04M_impro06.avi
Session1,Ses01F_impro02,Ses01F_impro02_M010,120.4105,124.63,What am I going to do? Huh?,sadness,IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro02\Ses01F_impro02_M010.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01F_impro02.avi
Session4,Ses04F_impro03,Ses04F_impro03_M000,7.06,9.98,What?  You seem so excited.,neutral,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_impro03\Ses04F_impro03_M000.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_impro03.avi
Session1,Ses01F_script02_2,Ses01F_script02_2_M039,384.0157,385.6925,Yeah?,surprise,IEMOCAP_full_release\Session1\sentences\wav\Ses01F_script02_2\Ses01F_script02_2_M039.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01F_script02_2.avi
Session3,Ses03F_script01_1,Ses03F_script01_1_F036,292.2561,298.1406,"That's a good answer, but it doesn't answer anything.",frustration,IEMOCAP_full_release\Session3\sentences\wav\Ses03F_script01_1\Ses03F_script01_1_F036.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03F_script01_1.avi
Session1,Ses01F_script01_3,Ses01F_script01_3_M010,115.2878,126.545,"Am I embarrassing you? Are you - See, I didn't want to do it here with this yard, on this porch.  I wanted it to be somewhere new, some place fresh for both of us.",happiness,IEMOCAP_full_release\Session1\sentences\wav\Ses01F_script01_3\Ses01F_script01_3_M010.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01F_script01_3.avi
Session5,Ses05M_impro03,Ses05M_impro03_M028,188.88,195.13,"She wants like eight- She wants like eight kids and I'm like, no, no, no, no, no.  I am like what Let's do maybe three and we'll go with that.",happiness,IEMOCAP_full_release\Session5\sentences\wav\Ses05M_impro03\Ses05M_impro03_M028.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05M_impro03.avi
Session5,Ses05F_impro01,Ses05F_impro01_M015,132.11,135.5,"what The lady, what? the janitor?",frustration,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro01\Ses05F_impro01_M015.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_impro01.avi
Session1,Ses01M_script01_1,Ses01M_script01_1_F002,19.2815,23.92,How could he see it?  I was the first one up and he was still in bed.,surprise,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_1\Ses01M_script01_1_F002.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_script01_1.avi
Session1,Ses01M_impro06,Ses01M_impro06_F023,197.06,199.05,Mmhmm.,neutral,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_impro06\Ses01M_impro06_F023.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_impro06.avi
Session5,Ses05M_impro02,Ses05M_impro02_F019,165.47,170.67,"I mean, I-I know that you're a good soldier, but not everybody else is. and what if",fear,IEMOCAP_full_release\Session5\sentences\wav\Ses05M_impro02\Ses05M_impro02_F019.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05M_impro02.avi
Session5,Ses05F_script03_2,Ses05F_script03_2_M013,77.66,82.93,You needn't be so grand simply because you don't happen to want any at the moment.,anger,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_script03_2\Ses05F_script03_2_M013.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_script03_2.avi
Session1,Ses01M_impro07,Ses01M_impro07_F008,49.64,52.1,You should...You should look into that.,excited,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_impro07\Ses01M_impro07_F008.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_impro07.avi
Session5,Ses05M_impro01,Ses05M_impro01_M013,87.41,98.73,Why can't we just -- you know what?  How about if we just pretend that I'm getting a -- renewing my California I.D. and we just don't tell anybody -- That I'm getting a new one from a different state?,frustration,IEMOCAP_full_release\Session5\sentences\wav\Ses05M_impro01\Ses05M_impro01_M013.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05M_impro01.avi
Session2,Ses02F_impro04,Ses02F_impro04_M008,111.55,116.4043,"I know.  It makes it harder.  I mean it's definitely who you know in a lot of cases, but--",neutral,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_impro04\Ses02F_impro04_M008.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_impro04.avi
Session4,Ses04F_script01_2,Ses04F_script01_2_M013,120.27,121.81,Calm yourself.,frustration,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script01_2\Ses04F_script01_2_M013.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_script01_2.avi
Session1,Ses01F_impro03,Ses01F_impro03_M002,10.53,13.84,Shut up.  No- in Vegas?,surprise,IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_M002.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01F_impro03.avi
Session3,Ses03F_impro02,Ses03F_impro02_F029,196.32,204.935,"Look, I need you to be strong for me. 'Cause I can't be the only one that's strong right now, really, I--",sadness,IEMOCAP_full_release\Session3\sentences\wav\Ses03F_impro02\Ses03F_impro02_F029.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03F_impro02.avi
Session4,Ses04M_script03_2,Ses04M_script03_2_M054,293.08,295.43,"You're a mean, evil minded",anger,IEMOCAP_full_release\Session4\sentences\wav\Ses04M_script03_2\Ses04M_script03_2_M054.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04M_script03_2.avi
Session4,Ses04M_impro02,Ses04M_impro02_M023,217.99,226.61,"It can't happen.  I have to go.  I want to stay really bad, but I can't.  There's just no -- I don't have an option.",frustration,IEMOCAP_full_release\Session4\sentences\wav\Ses04M_impro02\Ses04M_impro02_M023.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04M_impro02.avi
Session2,Ses02M_script02_2,Ses02M_script02_2_F042,382.72,385.48,"Well, I guess we don't need glasses.",happiness,IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script02_2\Ses02M_script02_2_F042.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02M_script02_2.avi
Session1,Ses01M_script01_1,Ses01M_script01_1_M031,334.5001,346.89,"When I think of a family, when I think of my future I see Annie in the center of that and you know and if that can't happen here then I'll go somewhere else.",frustration,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_1\Ses01M_script01_1_M031.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_script01_1.avi
Session1,Ses01F_script03_1,Ses01F_script03_1_M002,14.64,17.43,It must be them then.,fear,IEMOCAP_full_release\Session1\sentences\wav\Ses01F_script03_1\Ses01F_script03_1_M002.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01F_script03_1.avi
Session2,Ses02M_script03_1,Ses02M_script03_1_F016,98.265,103.4163,"Well, what happens if one of us dies, does the one that's left still laugh?",fear,IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script03_1\Ses02M_script03_1_F016.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02M_script03_1.avi
Session3,Ses03M_impro08b,Ses03M_impro08b_M006,75.98,78.5,Is the phone turned on?,neutral,IEMOCAP_full_release\Session3\sentences\wav\Ses03M_impro08b\Ses03M_impro08b_M006.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03M_impro08b.avi
Session2,Ses02F_script03_1,Ses02F_script03_1_F023,168.43,173.2,Charles.  That was his name.  Charles.  He did wriggle so beautifully.,happiness,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script03_1\Ses02F_script03_1_F023.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_script03_1.avi
Session4,Ses04M_script02_2,Ses04M_script02_2_M002,15.2,19.09,Certainly is not.  It's slightly exaggerated scientific fact.,frustration,IEMOCAP_full_release\Session4\sentences\wav\Ses04M_script02_2\Ses04M_script02_2_M002.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04M_script02_2.avi
Session2,Ses02M_script03_2,Ses02M_script03_2_M010,55.2122,57.5821,I have a little I think.,neutral,IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script03_2\Ses02M_script03_2_M010.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02M_script03_2.avi
Session4,Ses04F_script03_1,Ses04F_script03_1_M001,8.63,9.67,I wonder.,fear,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script03_1\Ses04F_script03_1_M001.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_script03_1.avi
Session1,Ses01M_impro06,Ses01M_impro06_M020,159.35,160.74,What?,sadness,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_impro06\Ses01M_impro06_M020.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_impro06.avi
Session4,Ses04M_script03_1,Ses04M_script03_1_M001,9.86,10.91,I wonder.,fear,IEMOCAP_full_release\Session4\sentences\wav\Ses04M_script03_1\Ses04M_script03_1_M001.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04M_script03_1.avi
Session3,Ses03F_impro08,Ses03F_impro08_F022,131.82,133.93,"I don't know, sir.",neutral,IEMOCAP_full_release\Session3\sentences\wav\Ses03F_impro08\Ses03F_impro08_F022.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03F_impro08.avi
Session4,Ses04M_script03_1,Ses04M_script03_1_M028,201.3627,203.34,Line?,neutral,IEMOCAP_full_release\Session4\sentences\wav\Ses04M_script03_1\Ses04M_script03_1_M028.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04M_script03_1.avi
Session5,Ses05F_impro07,Ses05F_impro07_M004,14.45,17.7449,"oh, good good good good good good.",excited,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro07\Ses05F_impro07_M004.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_impro07.avi
Session4,Ses04F_impro03,Ses04F_impro03_M023,135.75,140.31,"Come on.  Please will you do the greens and browns, just the browns for me?",frustration,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_impro03\Ses04F_impro03_M023.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_impro03.avi
Session3,Ses03M_script02_2,Ses03M_script02_2_F013,104.865,113.5647,"Listen, I've waiting my entire life on this beach just standing there waiting for this fish to show up and these fish never show up.",anger,IEMOCAP_full_release\Session3\sentences\wav\Ses03M_script02_2\Ses03M_script02_2_F013.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03M_script02_2.avi
Session3,Ses03F_impro07,Ses03F_impro07_M017,92.1833,94.5481,Shit. That's-,surprise,IEMOCAP_full_release\Session3\sentences\wav\Ses03F_impro07\Ses03F_impro07_M017.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03F_impro07.avi
Session2,Ses02F_script02_2,Ses02F_script02_2_F018,169.34,178.17,"And I remember thinking, this is it.  You know, at last--at last I am as happy as I am supposed to be.",sadness,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script02_2\Ses02F_script02_2_F018.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_script02_2.avi
Session2,Ses02M_script03_1,Ses02M_script03_1_M006,32.3946,35.4283,What do we do if they suddenly walk in on us?,fear,IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script03_1\Ses02M_script03_1_M006.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02M_script03_1.avi
Session4,Ses04M_impro07,Ses04M_impro07_F001,21.39,22.52,Really?,surprise,IEMOCAP_full_release\Session4\sentences\wav\Ses04M_impro07\Ses04M_impro07_F001.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04M_impro07.avi
Session4,Ses04M_impro08,Ses04M_impro08_F011,93.22,95.83,"Okay, but that's like half",frustration,IEMOCAP_full_release\Session4\sentences\wav\Ses04M_impro08\Ses04M_impro08_F011.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04M_impro08.avi
Session1,Ses01M_script01_3,Ses01M_script01_3_M001,28.1,30.585,You're not sorry you came?,happiness,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M001.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_script01_3.avi
Session3,Ses03M_script02_2,Ses03M_script02_2_M006,54.6979,67.182,"There's nothing to it.  The Grunions arrive, they do their little fish business, you know?  We go oh, ahh, look at the fish and they go home and we go home.",frustration,IEMOCAP_full_release\Session3\sentences\wav\Ses03M_script02_2\Ses03M_script02_2_M006.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03M_script02_2.avi
Session5,Ses05F_impro07,Ses05F_impro07_F039,179.6,180.76,exciting.,excited,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro07\Ses05F_impro07_F039.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_impro07.avi
Session1,Ses01M_script03_2,Ses01M_script03_2_F031,258.3,259.52,Why?,anger,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script03_2\Ses01M_script03_2_F031.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_script03_2.avi
Session3,Ses03F_impro07,Ses03F_impro07_F001,10.4226,13.5866,"Uh-, So I got some good news.",happiness,IEMOCAP_full_release\Session3\sentences\wav\Ses03F_impro07\Ses03F_impro07_F001.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03F_impro07.avi
Session1,Ses01M_script01_3,Ses01M_script01_3_F014,173.63,175.63,Everyday since.,excited,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_F014.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_script01_3.avi
Session5,Ses05M_impro02,Ses05M_impro02_F019,165.47,170.67,"I mean, I-I know that you're a good soldier, but not everybody else is. and what if",fear,IEMOCAP_full_release\Session5\sentences\wav\Ses05M_impro02\Ses05M_impro02_F019.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05M_impro02.avi
Session4,Ses04M_script03_1,Ses04M_script03_1_F030,225.08,227.4261,And very much sillier.,excited,IEMOCAP_full_release\Session4\sentences\wav\Ses04M_script03_1\Ses04M_script03_1_F030.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04M_script03_1.avi
Session2,Ses02F_impro05,Ses02F_impro05_M007,90.77,97.63,"I think, um, maybe you can file a claim if you want and turn it in to our main office--",neutral,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_impro05\Ses02F_impro05_M007.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_impro05.avi
Session2,Ses02M_impro08,Ses02M_impro08_M022,164.5313,166.1633,"Yeah, yeah. Maybe we'll, uh-",neutral,IEMOCAP_full_release\Session2\sentences\wav\Ses02M_impro08\Ses02M_impro08_M022.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02M_impro08.avi
Session5,Ses05M_impro02,Ses05M_impro02_F015,127.24,132.27,"Are you gonna be like in tanks running around?  What- I mean, what does that mean?",fear,IEMOCAP_full_release\Session5\sentences\wav\Ses05M_impro02\Ses05M_impro02_F015.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05M_impro02.avi
Session1,Ses01M_impro03,Ses01M_impro03_F004,19.6,22.1975,"Oh, she just needs to marry you.",excited,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_impro03\Ses01M_impro03_F004.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_impro03.avi
Session2,Ses02F_impro07,Ses02F_impro07_M003,21.85,23.51,Are you gonna go? you gonna-,excited,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_impro07\Ses02F_impro07_M003.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_impro07.avi
Session4,Ses04M_script01_3,Ses04M_script01_3_M032,262.93,279.64,"There was no meaning in it here.  The whole thing to them was some sort of bus accident.  Then I went to work for dad and that whole rat race again.  I felt, what you said, ashamed somehow",sadness,IEMOCAP_full_release\Session4\sentences\wav\Ses04M_script01_3\Ses04M_script01_3_M032.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04M_script01_3.avi
Session1,Ses01F_impro05,Ses01F_impro05_M009,36.91,42.76,"Yeah. Yeah, I don't see- I don't see any--",neutral,IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro05\Ses01F_impro05_M009.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01F_impro05.avi
Session1,Ses01M_impro01,Ses01M_impro01_M018,86.38,92.05,On top of these other two forms of ID which I already have.,frustration,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_impro01\Ses01M_impro01_M018.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_impro01.avi
Session2,Ses02F_script03_2,Ses02F_script03_2_M037,203.77,206.48,Turn it off.  It's driving me mad.,anger,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script03_2\Ses02F_script03_2_M037.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_script03_2.avi
Session3,Ses03M_impro04,Ses03M_impro04_F024,212.55,215.03,Oh I know.  But--,frustration,IEMOCAP_full_release\Session3\sentences\wav\Ses03M_impro04\Ses03M_impro04_F024.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03M_impro04.avi
Session4,Ses04F_script02_2,Ses04F_script02_2_F043,393.6777,401.52,"Yeah, I noticed that.  Looks pretty on the water doesn't it, big old white moon.",happiness,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script02_2\Ses04F_script02_2_F043.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_script02_2.avi
Session5,Ses05F_impro02,Ses05F_impro02_F006,40.92,42.29,Iraq.,fear,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro02\Ses05F_impro02_F006.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_impro02.avi
Session1,Ses01F_script02_2,Ses01F_script02_2_F037,376.6511,384.03,"Don't be ridiculous.  Anything that- anything I am doing, I'd rather be doing it with you.",surprise,IEMOCAP_full_release\Session1\sentences\wav\Ses01F_script02_2\Ses01F_script02_2_F037.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01F_script02_2.avi
